DATE,USAGE (kWh),TYPE,original_kwh,adjusted_kwh
2025-01-07 13:00:00,0.15,Electric,0.15,0.5331538461538462
2025-01-07 14:00:00,0.1,Electric,0.1,0.1
2025-01-07 15:00:00,0.12,Electric,0.12,0.12
2025-01-07 16:00:00,0.21,Electric,0.21,0.21
2025-01-07 17:00:00,0.19,Electric,0.19,1.2778045977011496
2025-01-07 18:00:00,2.11,Electric,2.11,3.1978045977011496
2025-01-07 19:00:00,0.38,Electric,0.38,0.38
2025-01-07 20:00:00,0.56,Electric,0.56,0.56
2025-01-07 21:00:00,0.62,Electric,0.62,0.62
2025-01-07 22:00:00,0.6900000000000001,Electric,0.6900000000000001,0.6900000000000001
2025-01-07 23:00:00,0.58,Electric,0.58,0.58
2025-01-08 00:00:00,0.51,Electric,0.51,0.51
2025-01-08 01:00:00,0.69,Electric,0.69,0.69
2025-01-08 02:00:00,0.78,Electric,0.78,0.78
2025-01-08 03:00:00,0.78,Electric,0.78,0.78
2025-01-08 04:00:00,0.79,Electric,0.79,0.79
2025-01-08 05:00:00,0.79,Electric,0.79,0.79
2025-01-08 06:00:00,0.8800000000000001,Electric,0.8800000000000001,0.8800000000000001
2025-01-08 07:00:00,1.0,Electric,1.0,1.0
2025-01-08 08:00:00,0.52,Electric,0.52,0.52
2025-01-08 09:00:00,0.18,Electric,0.18,0.18
2025-01-08 10:00:00,0.16,Electric,0.16,2.46
2025-01-08 11:00:00,0.14,Electric,0.14,2.7273653846153847
2025-01-08 12:00:00,0.13,Electric,0.13,2.7173653846153845
2025-01-08 13:00:00,0.13,Electric,0.13,2.7173653846153845
2025-01-08 14:00:00,0.13,Electric,0.13,2.4299999999999997
2025-01-08 15:00:00,0.14,Electric,0.14,0.14
2025-01-08 16:00:00,0.2,Electric,0.2,0.2
2025-01-08 17:00:00,0.18,Electric,0.18,0.9958534482758621
2025-01-08 18:00:00,0.59,Electric,0.59,1.4058534482758622
2025-01-08 19:00:00,0.32,Electric,0.32,0.32
2025-01-08 20:00:00,0.33,Electric,0.33,0.33
2025-01-08 21:00:00,0.44,Electric,0.44,0.44
2025-01-08 22:00:00,1.45,Electric,1.45,1.45
2025-01-08 23:00:00,1.76,Electric,1.76,1.76
2025-01-09 00:00:00,1.85,Electric,1.85,1.85
2025-01-09 01:00:00,1.93,Electric,1.93,1.93
2025-01-09 02:00:00,1.65,Electric,1.65,1.65
2025-01-09 03:00:00,2.05,Electric,2.05,2.05
2025-01-09 04:00:00,1.77,Electric,1.77,1.77
2025-01-09 05:00:00,2.05,Electric,2.05,2.05
2025-01-09 06:00:00,1.88,Electric,1.88,1.88
2025-01-09 07:00:00,1.99,Electric,1.99,1.99
2025-01-09 08:00:00,0.54,Electric,0.54,0.54
2025-01-09 09:00:00,0.2,Electric,0.2,0.2
2025-01-09 10:00:00,0.2,Electric,0.2,0.2
2025-01-09 11:00:00,0.21000000000000002,Electric,0.21000000000000002,0.4973653846153847
2025-01-09 12:00:00,0.2,Electric,0.2,0.4873653846153847
2025-01-09 13:00:00,0.21000000000000002,Electric,0.21000000000000002,0.4973653846153847
2025-01-09 14:00:00,0.21000000000000002,Electric,0.21000000000000002,0.21000000000000002
2025-01-09 15:00:00,0.21000000000000002,Electric,0.21000000000000002,0.21000000000000002
2025-01-09 16:00:00,0.2,Electric,0.2,0.2
2025-01-09 17:00:00,0.27,Electric,0.27,1.0858534482758622
2025-01-09 18:00:00,2.76,Electric,2.76,3.575853448275862
2025-01-09 19:00:00,0.75,Electric,0.75,0.75
2025-01-09 20:00:00,0.2,Electric,0.2,0.2
2025-01-09 21:00:00,0.16,Electric,0.16,0.16
2025-01-09 22:00:00,0.14,Electric,0.14,0.14
2025-01-09 23:00:00,0.09,Electric,0.09,0.09
2025-01-10 00:00:00,0.09,Electric,0.09,0.09
2025-01-10 01:00:00,0.1,Electric,0.1,0.1
2025-01-10 02:00:00,0.1,Electric,0.1,0.1
2025-01-10 03:00:00,0.41000000000000003,Electric,0.41000000000000003,0.41000000000000003
2025-01-10 04:00:00,0.69,Electric,0.69,0.69
2025-01-10 05:00:00,0.51,Electric,0.51,0.51
2025-01-10 06:00:00,0.94,Electric,0.94,0.94
2025-01-10 07:00:00,0.51,Electric,0.51,0.51
2025-01-10 08:00:00,0.44999999999999996,Electric,0.44999999999999996,0.44999999999999996
2025-01-10 09:00:00,0.09,Electric,0.09,0.09
2025-01-10 10:00:00,0.1,Electric,0.1,2.4
2025-01-10 11:00:00,0.11,Electric,0.11,2.6973653846153844
2025-01-10 12:00:00,0.09,Electric,0.09,2.6773653846153844
2025-01-10 13:00:00,0.1,Electric,0.1,2.6873653846153847
2025-01-10 14:00:00,0.09,Electric,0.09,2.3899999999999997
2025-01-10 15:00:00,0.1,Electric,0.1,0.1
2025-01-10 16:00:00,0.99,Electric,0.99,0.99
2025-01-10 17:00:00,2.7199999999999998,Electric,2.7199999999999998,3.535853448275862
2025-01-10 18:00:00,0.9700000000000001,Electric,0.9700000000000001,1.7858534482758621
2025-01-10 19:00:00,0.17,Electric,0.17,0.17
2025-01-10 20:00:00,0.19,Electric,0.19,0.19
2025-01-10 21:00:00,0.14,Electric,0.14,0.14
2025-01-10 22:00:00,0.15,Electric,0.15,0.15
2025-01-10 23:00:00,0.1,Electric,0.1,0.1
2025-01-11 00:00:00,0.51,Electric,0.51,0.51
2025-01-11 01:00:00,0.66,Electric,0.66,0.66
2025-01-11 02:00:00,0.9400000000000001,Electric,0.9400000000000001,0.9400000000000001
2025-01-11 03:00:00,0.87,Electric,0.87,0.87
2025-01-11 04:00:00,0.86,Electric,0.86,0.86
2025-01-11 05:00:00,1.24,Electric,1.24,1.24
2025-01-11 06:00:00,0.96,Electric,0.96,0.96
2025-01-11 07:00:00,0.97,Electric,0.97,0.97
2025-01-11 08:00:00,0.5700000000000001,Electric,0.5700000000000001,0.5700000000000001
2025-01-11 09:00:00,0.66,Electric,0.66,0.66
2025-01-11 10:00:00,0.21000000000000002,Electric,0.21000000000000002,2.51
2025-01-11 11:00:00,0.21000000000000002,Electric,0.21000000000000002,2.7973653846153845
2025-01-11 12:00:00,0.19,Electric,0.19,2.7773653846153845
2025-01-11 13:00:00,0.11,Electric,0.11,2.6973653846153844
2025-01-11 14:00:00,0.11,Electric,0.11,2.4099999999999997
2025-01-11 15:00:00,0.11,Electric,0.11,0.11
2025-01-11 16:00:00,0.13,Electric,0.13,0.13
2025-01-11 17:00:00,0.54,Electric,0.54,1.3558534482758622
2025-01-11 18:00:00,2.51,Electric,2.51,3.325853448275862
2025-01-11 19:00:00,0.19,Electric,0.19,0.19
2025-01-11 20:00:00,0.22,Electric,0.22,0.22
2025-01-11 21:00:00,0.77,Electric,0.77,0.77
2025-01-11 22:00:00,1.6099999999999999,Electric,1.6099999999999999,1.6099999999999999
2025-01-11 23:00:00,0.56,Electric,0.56,0.56
2025-01-12 00:00:00,0.72,Electric,0.72,0.72
2025-01-12 01:00:00,0.87,Electric,0.87,0.87
2025-01-12 02:00:00,0.58,Electric,0.58,0.58
2025-01-12 03:00:00,1.02,Electric,1.02,1.02
2025-01-12 04:00:00,0.9,Electric,0.9,0.9
2025-01-12 05:00:00,0.98,Electric,0.98,0.98
2025-01-12 06:00:00,1.2,Electric,1.2,1.2
2025-01-12 07:00:00,0.8,Electric,0.8,0.8
2025-01-12 08:00:00,0.57,Electric,0.57,0.57
2025-01-12 09:00:00,0.56,Electric,0.56,0.56
2025-01-12 10:00:00,0.26,Electric,0.26,2.5599999999999996
2025-01-12 11:00:00,1.24,Electric,1.24,3.9231538461538458
2025-01-12 12:00:00,2.73,Electric,2.73,5.413153846153846
2025-01-12 13:00:00,0.5800000000000001,Electric,0.5800000000000001,3.263153846153846
2025-01-12 14:00:00,0.26,Electric,0.26,2.5599999999999996
2025-01-12 15:00:00,0.11,Electric,0.11,0.11
2025-01-12 16:00:00,0.09,Electric,0.09,0.09
2025-01-12 17:00:00,0.62,Electric,0.62,1.7078045977011498
2025-01-12 18:00:00,2.26,Electric,2.26,3.3478045977011495
2025-01-12 19:00:00,1.1400000000000001,Electric,1.1400000000000001,1.1400000000000001
2025-01-12 20:00:00,0.49,Electric,0.49,0.49
2025-01-12 21:00:00,0.6,Electric,0.6,0.6
2025-01-12 22:00:00,0.59,Electric,0.59,0.59
2025-01-12 23:00:00,0.6,Electric,0.6,0.6
2025-01-13 00:00:00,0.7000000000000001,Electric,0.7000000000000001,0.7000000000000001
2025-01-13 01:00:00,0.86,Electric,0.86,0.86
2025-01-13 02:00:00,0.9,Electric,0.9,0.9
2025-01-13 03:00:00,1.3,Electric,1.3,1.3
2025-01-13 04:00:00,1.23,Electric,1.23,1.23
2025-01-13 05:00:00,1.06,Electric,1.06,1.06
2025-01-13 06:00:00,1.3599999999999999,Electric,1.3599999999999999,1.3599999999999999
2025-01-13 07:00:00,1.29,Electric,1.29,1.29
2025-01-13 08:00:00,0.68,Electric,0.68,0.68
2025-01-13 09:00:00,0.42,Electric,0.42,0.42
2025-01-13 10:00:00,0.52,Electric,0.52,0.52
2025-01-13 11:00:00,0.19,Electric,0.19,0.5731538461538462
2025-01-13 12:00:00,0.15,Electric,0.15,0.5331538461538462
2025-01-13 13:00:00,0.13,Electric,0.13,0.5131538461538463
2025-01-13 14:00:00,0.14,Electric,0.14,0.14
2025-01-13 15:00:00,0.14,Electric,0.14,0.14
2025-01-13 16:00:00,0.24,Electric,0.24,0.24
2025-01-13 17:00:00,0.17,Electric,0.17,1.2578045977011496
2025-01-13 18:00:00,1.6600000000000001,Electric,1.6600000000000001,2.74780459770115
2025-01-13 19:00:00,0.26,Electric,0.26,0.26
2025-01-13 20:00:00,0.98,Electric,0.98,0.98
2025-01-13 21:00:00,0.89,Electric,0.89,0.89
2025-01-13 22:00:00,1.09,Electric,1.09,1.09
2025-01-13 23:00:00,0.94,Electric,0.94,0.94
2025-01-14 00:00:00,0.93,Electric,0.93,0.93
2025-01-14 01:00:00,1.21,Electric,1.21,1.21
2025-01-14 02:00:00,0.86,Electric,0.86,0.86
2025-01-14 03:00:00,1.24,Electric,1.24,1.24
2025-01-14 04:00:00,0.98,Electric,0.98,0.98
2025-01-14 05:00:00,1.3900000000000001,Electric,1.3900000000000001,1.3900000000000001
2025-01-14 06:00:00,1.02,Electric,1.02,1.02
2025-01-14 07:00:00,1.27,Electric,1.27,1.27
2025-01-14 08:00:00,1.0,Electric,1.0,1.0
2025-01-14 09:00:00,0.41,Electric,0.41,0.41
2025-01-14 10:00:00,0.1,Electric,0.1,0.1
2025-01-14 11:00:00,0.1,Electric,0.1,0.48315384615384627
2025-01-14 12:00:00,0.1,Electric,0.1,0.48315384615384627
2025-01-14 13:00:00,0.11,Electric,0.11,0.4931538461538462
2025-01-14 14:00:00,0.18,Electric,0.18,0.18
2025-01-14 15:00:00,0.17,Electric,0.17,0.17
2025-01-14 16:00:00,0.22999999999999998,Electric,0.22999999999999998,0.22999999999999998
2025-01-14 17:00:00,1.34,Electric,1.34,2.42780459770115
2025-01-14 18:00:00,1.4300000000000002,Electric,1.4300000000000002,2.51780459770115
2025-01-14 19:00:00,1.1,Electric,1.1,1.1
2025-01-14 20:00:00,1.83,Electric,1.83,1.83
2025-01-14 21:00:00,1.46,Electric,1.46,1.46
2025-01-14 22:00:00,1.92,Electric,1.92,1.92
2025-01-14 23:00:00,1.53,Electric,1.53,1.53
2025-01-15 00:00:00,1.89,Electric,1.89,1.89
2025-01-15 01:00:00,1.9500000000000002,Electric,1.9500000000000002,1.9500000000000002
2025-01-15 02:00:00,2.06,Electric,2.06,2.06
2025-01-15 03:00:00,1.94,Electric,1.94,1.94
2025-01-15 04:00:00,2.06,Electric,2.06,2.06
2025-01-15 05:00:00,2.04,Electric,2.04,2.04
2025-01-15 06:00:00,2.24,Electric,2.24,2.24
2025-01-15 07:00:00,1.83,Electric,1.83,1.83
2025-01-15 08:00:00,1.22,Electric,1.22,1.22
2025-01-15 09:00:00,1.03,Electric,1.03,1.03
2025-01-15 10:00:00,0.21,Electric,0.21,2.51
2025-01-15 11:00:00,0.11,Electric,0.11,2.984730769230769
2025-01-15 12:00:00,0.12,Electric,0.12,2.9947307692307694
2025-01-15 13:00:00,0.11,Electric,0.11,2.984730769230769
2025-01-15 14:00:00,0.12,Electric,0.12,2.42
2025-01-15 15:00:00,0.11,Electric,0.11,0.11
2025-01-15 16:00:00,0.19,Electric,0.19,0.19
2025-01-15 17:00:00,0.37,Electric,0.37,2.0017068965517244
2025-01-15 18:00:00,2.1,Electric,2.1,3.7317068965517244
2025-01-15 19:00:00,0.33,Electric,0.33,0.33
2025-01-15 20:00:00,0.27,Electric,0.27,0.27
2025-01-15 21:00:00,0.22,Electric,0.22,0.22
2025-01-15 22:00:00,0.5,Electric,0.5,0.5
2025-01-15 23:00:00,0.8600000000000001,Electric,0.8600000000000001,0.8600000000000001
2025-01-16 00:00:00,0.94,Electric,0.94,0.94
2025-01-16 01:00:00,1.01,Electric,1.01,1.01
2025-01-16 02:00:00,0.8500000000000001,Electric,0.8500000000000001,0.8500000000000001
2025-01-16 03:00:00,0.92,Electric,0.92,0.92
2025-01-16 04:00:00,1.05,Electric,1.05,1.05
2025-01-16 05:00:00,1.2999999999999998,Electric,1.2999999999999998,1.2999999999999998
2025-01-16 06:00:00,0.93,Electric,0.93,0.93
2025-01-16 07:00:00,1.1600000000000001,Electric,1.1600000000000001,1.1600000000000001
2025-01-16 08:00:00,0.75,Electric,0.75,0.75
2025-01-16 09:00:00,0.85,Electric,0.85,0.85
2025-01-16 10:00:00,0.51,Electric,0.51,0.51
2025-01-16 11:00:00,1.4,Electric,1.4,1.9747307692307694
2025-01-16 12:00:00,0.8200000000000001,Electric,0.8200000000000001,1.3947307692307693
2025-01-16 13:00:00,0.49,Electric,0.49,1.0647307692307693
2025-01-16 14:00:00,0.12,Electric,0.12,0.12
2025-01-16 15:00:00,0.1,Electric,0.1,0.1
2025-01-16 16:00:00,0.11,Electric,0.11,0.11
2025-01-16 17:00:00,0.13,Electric,0.13,1.7617068965517242
2025-01-16 18:00:00,0.6499999999999999,Electric,0.6499999999999999,2.281706896551724
2025-01-16 19:00:00,0.25,Electric,0.25,0.25
2025-01-16 20:00:00,0.30000000000000004,Electric,0.30000000000000004,0.30000000000000004
2025-01-16 21:00:00,0.13,Electric,0.13,0.13
2025-01-16 22:00:00,0.54,Electric,0.54,0.54
2025-01-16 23:00:00,0.8500000000000001,Electric,0.8500000000000001,0.8500000000000001
2025-01-17 00:00:00,0.72,Electric,0.72,0.72
2025-01-17 01:00:00,0.79,Electric,0.79,0.79
2025-01-17 02:00:00,0.78,Electric,0.78,0.78
2025-01-17 03:00:00,0.86,Electric,0.86,0.86
2025-01-17 04:00:00,0.87,Electric,0.87,0.87
2025-01-17 05:00:00,0.93,Electric,0.93,0.93
2025-01-17 06:00:00,1.1600000000000001,Electric,1.1600000000000001,1.1600000000000001
2025-01-17 07:00:00,1.1,Electric,1.1,1.1
2025-01-17 08:00:00,0.77,Electric,0.77,0.77
2025-01-17 09:00:00,1.02,Electric,1.02,1.02
2025-01-17 10:00:00,0.6,Electric,0.6,2.9
2025-01-17 11:00:00,1.14,Electric,1.14,3.635333333333333
2025-01-17 12:00:00,0.46,Electric,0.46,2.955333333333333
2025-01-17 13:00:00,0.61,Electric,0.61,3.1053333333333333
2025-01-17 14:00:00,0.5499999999999999,Electric,0.5499999999999999,2.8499999999999996
2025-01-17 15:00:00,0.5499999999999999,Electric,0.5499999999999999,0.5499999999999999
2025-01-17 16:00:00,0.6400000000000001,Electric,0.6400000000000001,0.6400000000000001
2025-01-17 17:00:00,1.43,Electric,1.43,1.9845670498084291
2025-01-17 18:00:00,2.14,Electric,2.14,2.6945670498084295
2025-01-17 19:00:00,0.81,Electric,0.81,0.81
2025-01-17 20:00:00,0.72,Electric,0.72,0.72
2025-01-17 21:00:00,0.92,Electric,0.92,0.92
2025-01-17 22:00:00,0.54,Electric,0.54,0.54
2025-01-17 23:00:00,1.15,Electric,1.15,1.15
2025-01-18 00:00:00,0.9299999999999999,Electric,0.9299999999999999,0.9299999999999999
2025-01-18 01:00:00,0.88,Electric,0.88,0.88
2025-01-18 02:00:00,0.9299999999999999,Electric,0.9299999999999999,0.9299999999999999
2025-01-18 03:00:00,1.08,Electric,1.08,1.08
2025-01-18 04:00:00,0.82,Electric,0.82,0.82
2025-01-18 05:00:00,0.96,Electric,0.96,0.96
2025-01-18 06:00:00,1.33,Electric,1.33,1.33
2025-01-18 07:00:00,0.9400000000000001,Electric,0.9400000000000001,0.9400000000000001
2025-01-18 08:00:00,0.87,Electric,0.87,0.87
2025-01-18 09:00:00,1.56,Electric,1.56,1.56
2025-01-18 10:00:00,0.51,Electric,0.51,2.8099999999999996
2025-01-18 11:00:00,0.16999999999999998,Electric,0.16999999999999998,2.6653333333333333
2025-01-18 12:00:00,0.15000000000000002,Electric,0.15000000000000002,2.6453333333333333
2025-01-18 13:00:00,0.22,Electric,0.22,2.715333333333333
2025-01-18 14:00:00,0.16,Electric,0.16,2.46
2025-01-18 15:00:00,0.1,Electric,0.1,0.1
2025-01-18 16:00:00,0.12,Electric,0.12,0.12
2025-01-18 17:00:00,0.12,Electric,0.12,0.6745670498084292
2025-01-18 18:00:00,0.18,Electric,0.18,0.7345670498084291
2025-01-18 19:00:00,0.59,Electric,0.59,0.59
2025-01-18 20:00:00,1.06,Electric,1.06,1.06
