,4.5,5.5,6.4,7.5
0,574.3225567435688,404.1774357447934,277.42470653462635,159.85687638957666
10,504.5006455535126,334.21948787677036,214.12242916972946,100.58469184009695
20,467.54359327847965,296.21561062771383,180.46636350433997,71.07124958551145
30,455.72397937719177,281.2816652225429,168.6005185836292,62.31616532966416
40,469.690978975926,290.62997153830304,176.56684078084513,74.27929016651515
50,513.8629585562799,324.6971749116267,204.8445493595074,105.40150116780036
60,600.2327888994354,388.58825928285484,259.90355720349845,148.31655113575215
70,735.800953550613,505.5164617499319,353.55175567170573,226.74650971323746
