,120,140,160,180,200,220,240,260
20,551.1989471412087,475.92358202798766,424.3783624020006,396.1020550413365,396.4486798122232,421.9361362652553,480.53651607147566,561.8691579752328
40,602.8423302900554,481.9708903168299,398.3569916976837,336.92921172965686,347.92935895842504,382.2154920552407,481.3770960525105,620.1476136522449
