,5.5,6.4,6.9,7.5
0,970.6186348818691,795.3048647874565,713.9028946884636,622.861562846948
10,815.195677070881,646.5530564290317,565.8344507295394,474.1249662573433
20,723.032355826383,549.884013746882,472.44364870519917,386.22045927165976
30,664.9486211987797,497.85314241920867,420.353254760031,352.0812686212204
40,645.8107424384963,488.1718317367,419.8522696876981,347.52679822573776
50,663.5615873949976,506.4514497290224,440.00007347432006,365.5067711711455
60,716.354264427313,552.7326661260436,483.2165212380386,407.15719056875014
70,818.3037131603735,640.7597058891017,564.8592910346097,481.1430791593887
