timestamp,base_kwh,water_heat_kwh,ev_charge_kwh,total_demand_kwh,generation_kwh,battery_soc_kwh,battery_charge_kwh,battery_discharge_kwh,grid_import_kwh,grid_export_kwh
2025-02-02 17:00:00,0.5800000000000001,0.0,0.0,0.5800000000000001,0.0,12.92,0.0,0.5800000000000001,0.0,0.0
2025-02-02 18:00:00,0.5499999999999999,0.0,0.0,0.5499999999999999,0.0,12.37,0.0,0.5499999999999999,0.0,0.0
2025-02-02 19:00:00,0.76,0.0,0.0,0.76,0.0,11.61,0.0,0.76,0.0,0.0
2025-02-02 20:00:00,0.33,0.0,0.0,0.33,0.0,11.28,0.0,0.33,0.0,0.0
2025-02-02 21:00:00,0.29,0.0,0.0,0.29,0.0,10.99,0.0,0.29,0.0,0.0
2025-02-02 22:00:00,0.55,0.0,0.0,0.55,0.0,10.44,0.0,0.55,0.0,0.0
2025-02-02 23:00:00,0.1,0.0,0.0,0.1,0.0,10.34,0.0,0.1,0.0,0.0
2025-02-03 00:00:00,0.54,0.0,0.0,0.54,0.0,9.8,0.0,0.54,0.0,0.0
2025-02-03 01:00:00,0.45,0.0,0.0,0.45,0.0,9.350000000000001,0.0,0.45,0.0,0.0
2025-02-03 02:00:00,0.46,0.0,0.0,0.46,0.0,8.89,0.0,0.46,0.0,0.0
2025-02-03 03:00:00,0.8200000000000001,0.0,0.0,0.8200000000000001,0.0,8.07,0.0,0.8200000000000001,0.0,0.0
2025-02-03 04:00:00,0.5700000000000001,0.0,0.0,0.5700000000000001,0.0,7.5,0.0,0.5700000000000001,0.0,0.0
2025-02-03 05:00:00,0.64,0.0,0.0,0.64,0.0,6.86,0.0,0.64,0.0,0.0
2025-02-03 06:00:00,0.96,0.0,0.0,0.96,0.0,5.9,0.0,0.96,0.0,0.0
2025-02-03 07:00:00,0.57,0.0,0.0,0.57,0.37366699999999997,5.703667,0.0,0.19633299999999998,0.0,0.0
2025-02-03 08:00:00,0.5499999999999999,0.0,0.0,0.5499999999999999,0.425526,5.579193,0.0,0.12447399999999992,0.0,0.0
2025-02-03 09:00:00,0.56,0.0,0.0,0.56,2.569293,7.588486,2.009293,0.0,0.0,0.0
2025-02-03 10:00:00,0.18,0.0,0.0,0.18,4.924772,12.333258,4.744772,0.0,0.0,0.0
2025-02-03 11:00:00,0.17,0.3786461538461539,0.0,0.5486461538461539,5.2491319999999995,13.5,1.1667419999999993,0.0,0.0,3.533743846153846
2025-02-03 12:00:00,0.23,0.3786461538461539,0.0,0.608646153846154,5.1332439999999995,13.5,0.0,0.0,0.0,4.524597846153846
2025-02-03 13:00:00,0.16,0.3786461538461539,0.0,0.5386461538461539,4.6229499999999994,13.5,0.0,0.0,0.0,4.084303846153846
2025-02-03 14:00:00,0.17,0.0,0.0,0.17,3.766992,13.5,0.0,0.0,0.0,3.596992
2025-02-03 15:00:00,0.17,0.0,0.0,0.17,2.517942,13.5,0.0,0.0,0.0,2.347942
2025-02-03 16:00:00,0.3,0.0,0.0,0.3,0.933757,13.5,0.0,0.0,0.0,0.6337569999999999
2025-02-03 17:00:00,0.4599999999999999,0.0,0.0,0.4599999999999999,0.0,13.040000000000001,0.0,0.4599999999999999,0.0,0.0
2025-02-03 18:00:00,2.3899999999999997,0.0,0.0,2.3899999999999997,0.0,10.650000000000002,0.0,2.3899999999999997,0.0,0.0
2025-02-03 19:00:00,0.5,0.0,0.0,0.5,0.0,10.150000000000002,0.0,0.5,0.0,0.0
2025-02-03 20:00:00,1.7,0.0,0.0,1.7,0.0,8.450000000000003,0.0,1.7,0.0,0.0
2025-02-03 21:00:00,1.0,0.0,0.0,1.0,0.0,7.450000000000003,0.0,1.0,0.0,0.0
2025-02-03 22:00:00,0.32,0.0,0.0,0.32,0.0,7.130000000000003,0.0,0.32,0.0,0.0
2025-02-03 23:00:00,0.62,0.0,0.0,0.62,0.0,6.5100000000000025,0.0,0.62,0.0,0.0
2025-02-04 00:00:00,0.74,0.0,0.0,0.74,0.0,5.770000000000002,0.0,0.74,0.0,0.0
2025-02-04 01:00:00,0.6,0.0,0.0,0.6,0.0,5.170000000000003,0.0,0.6,0.0,0.0
2025-02-04 02:00:00,0.94,0.0,0.0,0.94,0.0,4.230000000000002,0.0,0.94,0.0,0.0
2025-02-04 03:00:00,0.51,0.0,0.0,0.51,0.0,3.7200000000000024,0.0,0.51,0.0,0.0
2025-02-04 04:00:00,0.91,0.0,0.0,0.91,0.0,2.8100000000000023,0.0,0.91,0.0,0.0
2025-02-04 05:00:00,0.6,0.0,0.0,0.6,0.0,2.210000000000002,0.0,0.6,0.0,0.0
2025-02-04 06:00:00,0.91,0.0,0.0,0.91,0.0,1.300000000000002,0.0,0.91,0.0,0.0
2025-02-04 07:00:00,0.63,0.0,0.0,0.63,0.528442,1.198442000000002,0.0,0.10155800000000004,0.0,0.0
2025-02-04 08:00:00,0.87,0.0,0.0,0.87,0.44257,0.771012000000002,0.0,0.42743,0.0,0.0
2025-02-04 09:00:00,1.02,0.0,0.0,1.02,4.427186,4.178198000000002,3.407186,0.0,0.0,0.0
2025-02-04 10:00:00,0.5599999999999999,0.0,0.0,0.5599999999999999,5.158502,8.776700000000002,4.598502000000001,0.0,0.0,0.0
2025-02-04 11:00:00,0.97,0.3786461538461539,0.0,1.3486461538461538,5.403008,12.831061846153847,4.054361846153846,0.0,0.0,0.0
2025-02-04 12:00:00,0.42,0.3786461538461539,0.0,0.7986461538461539,5.241466999999999,13.5,0.6689381538461525,0.0,0.0,3.7738826923076925
2025-02-04 13:00:00,0.97,0.3786461538461539,0.0,1.3486461538461538,4.726088,13.5,0.0,0.0,0.0,3.377441846153846
2025-02-04 14:00:00,0.54,0.0,0.0,0.54,3.8489389999999997,13.5,0.0,0.0,0.0,3.3089389999999996
2025-02-04 15:00:00,0.49,0.0,0.0,0.49,2.612065,13.5,0.0,0.0,0.0,2.122065
2025-02-04 16:00:00,0.39,0.0,0.0,0.39,0.984626,13.5,0.0,0.0,0.0,0.594626
2025-02-04 17:00:00,1.08,0.0,0.0,1.08,0.0,12.42,0.0,1.08,0.0,0.0
2025-02-04 18:00:00,1.68,0.0,0.0,1.68,0.0,10.74,0.0,1.68,0.0,0.0
2025-02-04 19:00:00,1.0,0.0,0.0,1.0,0.0,9.74,0.0,1.0,0.0,0.0
2025-02-04 20:00:00,0.8699999999999999,0.0,0.0,0.8699999999999999,0.0,8.870000000000001,0.0,0.8699999999999999,0.0,0.0
2025-02-04 21:00:00,1.18,0.0,0.0,1.18,0.0,7.690000000000001,0.0,1.18,0.0,0.0
2025-02-04 22:00:00,1.1,0.0,0.0,1.1,0.0,6.590000000000002,0.0,1.1,0.0,0.0
2025-02-04 23:00:00,1.96,0.0,0.0,1.96,0.0,4.630000000000002,0.0,1.96,0.0,0.0
2025-02-05 00:00:00,1.25,0.0,0.0,1.25,0.0,3.3800000000000017,0.0,1.25,0.0,0.0
2025-02-05 01:00:00,1.34,0.0,0.0,1.34,0.0,2.040000000000002,0.0,1.34,0.0,0.0
2025-02-05 02:00:00,1.28,0.0,0.0,1.28,0.0,0.7600000000000018,0.0,1.28,0.0,0.0
2025-02-05 03:00:00,2.03,0.0,0.0,2.03,0.0,0.0,0.0,0.7600000000000018,1.269999999999998,0.0
2025-02-05 04:00:00,1.4,0.0,0.0,1.4,0.0,0.0,0.0,0.0,1.4,0.0
2025-02-05 05:00:00,1.83,0.0,0.0,1.83,0.0,0.0,0.0,0.0,1.83,0.0
2025-02-05 06:00:00,1.38,0.0,0.0,1.38,0.0,0.0,0.0,0.0,1.38,0.0
2025-02-05 07:00:00,1.55,0.0,0.0,1.55,0.48812099999999997,0.0,0.0,0.0,1.061879,0.0
2025-02-05 08:00:00,0.57,0.0,0.0,0.57,1.447788,0.8777880000000001,0.8777880000000001,0.0,0.0,0.0
2025-02-05 09:00:00,0.49,0.0,0.0,0.49,2.069181,2.456969,1.579181,0.0,0.0,0.0
2025-02-05 10:00:00,0.12,0.0,0.0,0.12,3.691056,6.0280249999999995,3.571056,0.0,0.0,0.0
2025-02-05 11:00:00,0.13,0.3786461538461539,0.0,0.508646153846154,2.0796080000000003,7.598986846153846,1.5709618461538464,0.0,0.0,0.0
2025-02-05 12:00:00,0.11,0.3786461538461539,0.0,0.4886461538461539,3.2406230000000003,10.350963692307692,2.7519768461538465,0.0,0.0,0.0
2025-02-05 13:00:00,0.13,0.3786461538461539,0.9895075384615373,1.4981536923076912,4.647189999999999,13.5,3.149036307692308,0.0,0.0,0.0
2025-02-05 14:00:00,0.11,0.0,3.699051,3.8090509999999997,3.8090509999999997,13.5,0.0,0.0,0.0,0.0
2025-02-05 15:00:00,0.12,0.0,2.4427890000000003,2.5627890000000004,2.5627890000000004,13.5,0.0,0.0,0.0,0.0
2025-02-05 16:00:00,0.12,0.0,0.8530650000000001,0.9730650000000001,0.9730650000000001,13.5,0.0,0.0,0.0,0.0
2025-02-05 17:00:00,0.13,0.0,0.0,0.13,0.0,13.37,0.0,0.13,0.0,0.0
2025-02-05 18:00:00,2.29,0.0,0.0,2.29,0.0,11.079999999999998,0.0,2.29,0.0,0.0
2025-02-05 19:00:00,0.99,0.0,0.0,0.99,0.0,10.089999999999998,0.0,0.99,0.0,0.0
2025-02-05 20:00:00,1.32,0.0,0.0,1.32,0.0,8.769999999999998,0.0,1.32,0.0,0.0
2025-02-05 21:00:00,0.93,0.0,0.0,0.93,0.0,7.839999999999998,0.0,0.93,0.0,0.0
2025-02-05 22:00:00,1.28,0.0,0.0,1.28,0.0,6.559999999999998,0.0,1.28,0.0,0.0
2025-02-05 23:00:00,1.17,0.0,0.0,1.17,0.0,5.389999999999998,0.0,1.17,0.0,0.0
2025-02-06 00:00:00,1.18,0.0,0.0,1.18,0.0,4.209999999999998,0.0,1.18,0.0,0.0
2025-02-06 01:00:00,1.7400000000000002,0.0,0.0,1.7400000000000002,0.0,2.469999999999998,0.0,1.7400000000000002,0.0,0.0
2025-02-06 02:00:00,1.33,0.0,0.0,1.33,0.0,1.139999999999998,0.0,1.33,0.0,0.0
2025-02-06 03:00:00,1.1800000000000002,0.0,0.0,1.1800000000000002,0.0,0.0,0.0,1.139999999999998,0.040000000000002256,0.0
2025-02-06 04:00:00,1.53,0.0,0.0,1.53,0.0,0.0,0.0,0.0,1.53,0.0
2025-02-06 05:00:00,1.27,0.0,0.0,1.27,0.0,0.0,0.0,0.0,1.27,0.0
2025-02-06 06:00:00,1.38,0.0,0.0,1.38,0.0,0.0,0.0,0.0,1.38,0.0
2025-02-06 07:00:00,1.44,0.0,0.0,1.44,0.455818,0.0,0.0,0.0,0.9841819999999999,0.0
2025-02-06 08:00:00,1.56,0.0,0.0,1.56,0.114373,0.0,0.0,0.0,1.445627,0.0
2025-02-06 09:00:00,1.12,0.0,0.0,1.12,0.569816,0.0,0.0,0.0,0.5501840000000001,0.0
2025-02-06 10:00:00,1.6,0.0,0.0,1.6,0.684494,0.0,0.0,0.0,0.915506,0.0
2025-02-06 11:00:00,0.92,0.3786461538461539,0.0,1.298646153846154,1.412222,0.11357584615384608,0.11357584615384608,0.0,0.0,0.0
2025-02-06 12:00:00,1.22,0.3786461538461539,0.0,1.5986461538461538,3.31325,1.8281796923076923,1.7146038461538462,0.0,0.0,0.0
2025-02-06 13:00:00,0.92,0.3786461538461539,0.0,1.298646153846154,2.446208,2.975741538461538,1.147561846153846,0.0,0.0,0.0
2025-02-06 14:00:00,0.4599999999999999,0.0,0.0,0.4599999999999999,1.859712,4.375453538461539,1.399712,0.0,0.0,0.0
2025-02-06 15:00:00,0.7,0.0,0.0,0.7,1.387915,5.063368538461539,0.687915,0.0,0.0,0.0
2025-02-06 16:00:00,0.51,0.0,0.0,0.51,0.526159,5.079527538461539,0.016159000000000034,0.0,0.0,0.0
2025-02-06 17:00:00,0.56,0.0,0.0,0.56,0.0,4.5195275384615385,0.0,0.56,0.0,0.0
2025-02-06 18:00:00,2.46,0.0,0.0,2.46,0.0,2.0595275384615386,0.0,2.46,0.0,0.0
2025-02-06 19:00:00,0.6,0.0,0.0,0.6,0.0,1.4595275384615385,0.0,0.6,0.0,0.0
2025-02-06 20:00:00,0.41,0.0,0.0,0.41,0.0,1.0495275384615386,0.0,0.41,0.0,0.0
2025-02-06 21:00:00,0.5399999999999999,0.0,0.0,0.5399999999999999,0.0,0.5095275384615386,0.0,0.5399999999999999,0.0,0.0
2025-02-06 22:00:00,0.85,0.0,0.0,0.85,0.0,0.0,0.0,0.5095275384615386,0.34047246153846134,0.0
2025-02-06 23:00:00,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.0
2025-02-07 00:00:00,1.19,0.0,0.0,1.19,0.0,0.0,0.0,0.0,1.19,0.0
2025-02-07 01:00:00,0.81,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.81,0.0
2025-02-07 02:00:00,0.87,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.87,0.0
2025-02-07 03:00:00,1.19,0.0,0.0,1.19,0.0,0.0,0.0,0.0,1.19,0.0
2025-02-07 04:00:00,0.93,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.93,0.0
2025-02-07 05:00:00,1.02,0.0,0.0,1.02,0.0,0.0,0.0,0.0,1.02,0.0
2025-02-07 06:00:00,1.2,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0
2025-02-07 07:00:00,0.97,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.97,0.0
2025-02-07 08:00:00,1.29,0.0,0.0,1.29,0.785941,0.0,0.0,0.0,0.504059,0.0
2025-02-07 09:00:00,0.8200000000000001,0.0,0.0,0.8200000000000001,0.913802,0.09380199999999994,0.09380199999999994,0.0,0.0,0.0
2025-02-07 10:00:00,1.01,0.0,0.0,1.01,0.971299,0.055100999999999956,0.0,0.038700999999999985,0.0,0.0
2025-02-07 11:00:00,0.92,0.3786461538461539,0.0,1.298646153846154,1.987508,0.743962846153846,0.688861846153846,0.0,0.0,0.0
2025-02-07 12:00:00,0.1399999999999999,0.3786461538461539,0.0,0.5186461538461538,1.240125,1.4654416923076923,0.7214788461538462,0.0,0.0,0.0
2025-02-07 13:00:00,0.13,0.3786461538461539,0.0,0.508646153846154,1.085705,2.042500538461538,0.577058846153846,0.0,0.0,0.0
2025-02-07 14:00:00,0.15,0.0,0.0,0.15,0.567549,2.460049538461538,0.41754899999999995,0.0,0.0,0.0
2025-02-07 15:00:00,0.15,0.0,0.0,0.15,0.6209020000000001,2.9309515384615383,0.47090200000000004,0.0,0.0,0.0
2025-02-07 16:00:00,0.21,0.0,0.0,0.21,0.332269,3.0532205384615385,0.12226899999999999,0.0,0.0,0.0
2025-02-07 17:00:00,0.13,0.0,0.0,0.13,0.0,2.9232205384615386,0.0,0.13,0.0,0.0
2025-02-07 18:00:00,2.79,0.0,0.0,2.79,0.0,0.13322053846153858,0.0,2.79,0.0,0.0
2025-02-07 19:00:00,0.8600000000000001,0.0,0.0,0.8600000000000001,0.0,0.0,0.0,0.13322053846153858,0.7267794615384615,0.0
2025-02-07 20:00:00,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-02-07 21:00:00,1.2,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0
2025-02-07 22:00:00,1.42,0.0,0.0,1.42,0.0,0.0,0.0,0.0,1.42,0.0
2025-02-07 23:00:00,0.87,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.87,0.0
2025-02-08 00:00:00,1.02,0.0,0.0,1.02,0.0,0.0,0.0,0.0,1.02,0.0
2025-02-08 01:00:00,1.23,0.0,0.0,1.23,0.0,0.0,0.0,0.0,1.23,0.0
2025-02-08 02:00:00,1.68,0.0,0.0,1.68,0.0,0.0,0.0,0.0,1.68,0.0
2025-02-08 03:00:00,1.29,0.0,0.0,1.29,0.0,0.0,0.0,0.0,1.29,0.0
2025-02-08 04:00:00,1.9,0.0,0.0,1.9,0.0,0.0,0.0,0.0,1.9,0.0
2025-02-08 05:00:00,1.51,0.0,0.0,1.51,0.0,0.0,0.0,0.0,1.51,0.0
2025-02-08 06:00:00,1.48,0.0,0.0,1.48,0.0,0.0,0.0,0.0,1.48,0.0
2025-02-08 07:00:00,1.67,0.0,0.0,1.67,0.598702,0.0,0.0,0.0,1.071298,0.0
2025-02-08 08:00:00,0.67,0.0,0.0,0.67,3.0408380000000004,2.3708380000000004,2.3708380000000004,0.0,0.0,0.0
2025-02-08 09:00:00,0.5,0.0,0.0,0.5,3.0210630000000003,4.891901000000001,2.5210630000000003,0.0,0.0,0.0
2025-02-08 10:00:00,0.12,0.0,0.0,0.12,4.622682,9.394583,4.502682,0.0,0.0,0.0
2025-02-08 11:00:00,0.1699999999999999,0.6250666666666668,0.5780773333333338,1.3731440000000004,5.478561,13.5,4.105416999999999,0.0,0.0,0.0
2025-02-08 12:00:00,0.24,0.6250666666666668,4.482362333333334,5.347429,5.347429,13.5,0.0,0.0,0.0,0.0
2025-02-08 13:00:00,0.25,0.6250666666666668,3.9384783333333337,4.813545,4.813545,13.5,0.0,0.0,0.0,0.0
2025-02-08 14:00:00,0.16,0.0,3.760893,3.920893,3.920893,13.5,0.0,0.0,0.0,0.0
2025-02-08 15:00:00,0.11,0.0,2.5568150000000003,2.666815,2.666815,13.5,0.0,0.0,0.0,0.0
2025-02-08 16:00:00,0.12,0.0,0.909998,1.029998,1.029998,13.5,0.0,0.0,0.0,0.0
2025-02-08 17:00:00,0.27,0.0,0.0,0.27,0.007168,13.237168,0.0,0.262832,0.0,0.0
2025-02-08 18:00:00,1.23,0.0,0.0,1.23,0.0,12.007168,0.0,1.23,0.0,0.0
2025-02-08 19:00:00,0.62,0.0,0.0,0.62,0.0,11.387168,0.0,0.62,0.0,0.0
2025-02-08 20:00:00,0.63,0.0,0.0,0.63,0.0,10.757168,0.0,0.63,0.0,0.0
2025-02-08 21:00:00,1.1,0.0,0.0,1.1,0.0,9.657168,0.0,1.1,0.0,0.0
2025-02-08 22:00:00,1.3199999999999998,0.0,0.0,1.3199999999999998,0.0,8.337168,0.0,1.3199999999999998,0.0,0.0
2025-02-08 23:00:00,1.03,0.0,0.0,1.03,0.0,7.307168,0.0,1.03,0.0,0.0
2025-02-09 00:00:00,1.42,0.0,0.0,1.42,0.0,5.887168,0.0,1.42,0.0,0.0
2025-02-09 01:00:00,1.23,0.0,0.0,1.23,0.0,4.657168,0.0,1.23,0.0,0.0
2025-02-09 02:00:00,1.63,0.0,0.0,1.63,0.0,3.0271680000000005,0.0,1.63,0.0,0.0
2025-02-09 03:00:00,1.07,0.0,0.0,1.07,0.0,1.9571680000000005,0.0,1.07,0.0,0.0
2025-02-09 04:00:00,1.67,0.0,0.0,1.67,0.0,0.28716800000000053,0.0,1.67,0.0,0.0
2025-02-09 05:00:00,1.58,0.0,0.0,1.58,0.0,0.0,0.0,0.28716800000000053,1.2928319999999995,0.0
2025-02-09 06:00:00,1.3,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.3,0.0
2025-02-09 07:00:00,1.49,0.0,0.0,1.49,0.6543239999999999,0.0,0.0,0.0,0.8356760000000001,0.0
2025-02-09 08:00:00,0.6599999999999999,0.0,0.0,0.6599999999999999,3.126314,2.4663139999999997,2.4663139999999997,0.0,0.0,0.0
2025-02-09 09:00:00,0.12,0.0,0.0,0.12,4.49052,6.836834,4.37052,0.0,0.0,0.0
2025-02-09 10:00:00,0.42,0.0,0.0,0.42,5.214396,11.631229999999999,4.794396,0.0,0.0,0.0
2025-02-09 11:00:00,1.29,0.6250666666666668,1.7234343333333313,3.638500999999998,5.507270999999999,13.5,1.8687700000000014,0.0,0.0,0.0
2025-02-09 12:00:00,1.15,0.6250666666666668,3.587484333333334,5.362551000000001,5.362551000000001,13.5,0.0,0.0,0.0,0.0
2025-02-09 13:00:00,1.27,0.6250666666666668,2.9404303333333335,4.835497,4.835497,13.5,0.0,0.0,0.0,0.0
2025-02-09 14:00:00,1.09,0.0,2.8558960000000004,3.9458960000000003,3.9458960000000003,13.5,0.0,0.0,0.0,0.0
2025-02-09 15:00:00,1.06,0.0,1.6350250000000002,2.6950250000000002,2.6950250000000002,13.5,0.0,0.0,0.0,0.0
2025-02-09 16:00:00,1.06,0.0,0.0,1.06,1.048707,13.488707,0.0,0.011292999999999997,0.0,0.0
2025-02-09 17:00:00,1.65,0.0,0.0,1.65,0.010324,11.849031,0.0,1.639676,0.0,0.0
2025-02-09 18:00:00,3.11,0.0,0.0,3.11,0.0,8.739031,0.0,3.11,0.0,0.0
2025-02-09 19:00:00,1.82,0.0,0.0,1.82,0.0,6.919031,0.0,1.82,0.0,0.0
2025-02-09 20:00:00,0.6900000000000001,0.0,0.0,0.6900000000000001,0.0,6.229031,0.0,0.6900000000000001,0.0,0.0
2025-02-09 21:00:00,0.8300000000000001,0.0,0.0,0.8300000000000001,0.0,5.399031,0.0,0.8300000000000001,0.0,0.0
2025-02-09 22:00:00,1.26,0.0,0.0,1.26,0.0,4.139031,0.0,1.26,0.0,0.0
2025-02-09 23:00:00,1.6700000000000002,0.0,0.0,1.6700000000000002,0.0,2.469031,0.0,1.6700000000000002,0.0,0.0
2025-02-10 00:00:00,1.8,0.0,0.0,1.8,0.0,0.6690310000000002,0.0,1.8,0.0,0.0
2025-02-10 01:00:00,1.06,0.0,0.0,1.06,0.0,0.0,0.0,0.6690310000000002,0.3909689999999999,0.0
2025-02-10 02:00:00,1.37,0.0,0.0,1.37,0.0,0.0,0.0,0.0,1.37,0.0
2025-02-10 03:00:00,1.7,0.0,0.0,1.7,0.0,0.0,0.0,0.0,1.7,0.0
2025-02-10 04:00:00,1.21,0.0,0.0,1.21,0.0,0.0,0.0,0.0,1.21,0.0
2025-02-10 05:00:00,1.6,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1.6,0.0
2025-02-10 06:00:00,1.59,0.0,0.0,1.59,0.0,0.0,0.0,0.0,1.59,0.0
2025-02-10 07:00:00,1.22,0.0,0.0,1.22,0.634907,0.0,0.0,0.0,0.585093,0.0
2025-02-10 08:00:00,0.6699999999999999,0.0,0.0,0.6699999999999999,3.012063,2.342063,2.342063,0.0,0.0,0.0
2025-02-10 09:00:00,0.39,0.0,0.0,0.39,4.291417999999999,6.243480999999999,3.901417999999999,0.0,0.0,0.0
2025-02-10 10:00:00,0.39,0.0,0.0,0.39,4.954367,10.807848,4.564367000000001,0.0,0.0,0.0
2025-02-10 11:00:00,0.11,0.6250666666666668,0.0,0.7350666666666668,5.202361,13.5,2.692152,0.0,0.0,1.7751423333333332
2025-02-10 12:00:00,0.11,0.6250666666666668,0.0,0.7350666666666668,5.125605999999999,13.5,0.0,0.0,0.0,4.390539333333333
2025-02-10 13:00:00,0.11,0.6250666666666668,0.0,0.7350666666666668,4.641089,13.5,0.0,0.0,0.0,3.9060223333333335
2025-02-10 14:00:00,0.1,0.0,0.0,0.1,3.7976419999999997,13.5,0.0,0.0,0.0,3.6976419999999997
2025-02-10 15:00:00,0.1,0.0,0.0,0.1,2.6131480000000002,13.5,0.0,0.0,0.0,2.513148
2025-02-10 16:00:00,0.11,0.0,0.0,0.11,0.931071,13.5,0.0,0.0,0.0,0.821071
2025-02-10 17:00:00,0.15,0.0,0.0,0.15,0.023267,13.373267,0.0,0.12673299999999998,0.0,0.0
2025-02-10 18:00:00,2.1900000000000004,0.0,0.0,2.1900000000000004,0.0,11.183267,0.0,2.1900000000000004,0.0,0.0
2025-02-10 19:00:00,1.96,0.0,0.0,1.96,0.0,9.223267,0.0,1.96,0.0,0.0
2025-02-10 20:00:00,0.8,0.0,0.0,0.8,0.0,8.423267,0.0,0.8,0.0,0.0
2025-02-10 21:00:00,1.05,0.0,0.0,1.05,0.0,7.373266999999999,0.0,1.05,0.0,0.0
2025-02-10 22:00:00,1.12,0.0,0.0,1.12,0.0,6.253266999999999,0.0,1.12,0.0,0.0
2025-02-10 23:00:00,0.9,0.0,0.0,0.9,0.0,5.353266999999999,0.0,0.9,0.0,0.0
2025-02-11 00:00:00,1.79,0.0,0.0,1.79,0.0,3.563266999999999,0.0,1.79,0.0,0.0
2025-02-11 01:00:00,0.98,0.0,0.0,0.98,0.0,2.583266999999999,0.0,0.98,0.0,0.0
2025-02-11 02:00:00,1.61,0.0,0.0,1.61,0.0,0.9732669999999988,0.0,1.61,0.0,0.0
2025-02-11 03:00:00,1.4,0.0,0.0,1.4,0.0,0.0,0.0,0.9732669999999988,0.42673300000000114,0.0
2025-02-11 04:00:00,1.63,0.0,0.0,1.63,0.0,0.0,0.0,0.0,1.63,0.0
2025-02-11 05:00:00,1.5299999999999998,0.0,0.0,1.5299999999999998,0.0,0.0,0.0,0.0,1.5299999999999998,0.0
2025-02-11 06:00:00,1.59,0.0,0.0,1.59,0.0,0.0,0.0,0.0,1.59,0.0
2025-02-11 07:00:00,1.4300000000000002,0.0,0.0,1.4300000000000002,0.367721,0.0,0.0,0.0,1.0622790000000002,0.0
2025-02-11 08:00:00,0.11,0.0,0.0,0.11,0.8271430000000001,0.7171430000000001,0.7171430000000001,0.0,0.0,0.0
2025-02-11 09:00:00,0.09,0.0,0.0,0.09,3.694589,4.321732000000001,3.6045890000000003,0.0,0.0,0.0
2025-02-11 10:00:00,0.13,0.0,0.0,0.13,4.389487,8.581219,4.259487,0.0,0.0,0.0
2025-02-11 11:00:00,0.44,0.2678857142857143,0.0,0.7078857142857142,4.480623,12.353956285714286,3.7727372857142853,0.0,0.0,0.0
2025-02-11 12:00:00,0.11,0.2678857142857143,0.0,0.37788571428571427,5.120796,13.5,1.1460437142857138,0.0,0.0,3.5968665714285724
2025-02-11 13:00:00,0.1,0.2678857142857143,0.0,0.36788571428571426,3.883558,13.5,0.0,0.0,0.0,3.5156722857142855
2025-02-11 14:00:00,0.54,0.0,0.0,0.54,2.798721,13.5,0.0,0.0,0.0,2.258721
2025-02-11 15:00:00,0.1,0.0,0.0,0.1,2.2026120000000002,13.5,0.0,0.0,0.0,2.102612
2025-02-11 16:00:00,1.4500000000000002,0.0,0.0,1.4500000000000002,1.038124,13.088124,0.0,0.41187600000000013,0.0,0.0
2025-02-11 17:00:00,1.7999999999999998,0.0,0.0,1.7999999999999998,0.033712000000000006,11.321836000000001,0.0,1.7662879999999999,0.0,0.0
2025-02-11 18:00:00,2.38,0.0,0.0,2.38,0.0,8.941836000000002,0.0,2.38,0.0,0.0
2025-02-11 19:00:00,2.36,0.0,0.0,2.36,0.0,6.581836000000003,0.0,2.36,0.0,0.0
2025-02-11 20:00:00,0.7300000000000001,0.0,0.0,0.7300000000000001,0.0,5.851836000000002,0.0,0.7300000000000001,0.0,0.0
2025-02-11 21:00:00,1.4500000000000002,0.0,0.0,1.4500000000000002,0.0,4.401836000000002,0.0,1.4500000000000002,0.0,0.0
2025-02-11 22:00:00,0.8300000000000001,0.0,0.0,0.8300000000000001,0.0,3.571836000000002,0.0,0.8300000000000001,0.0,0.0
2025-02-11 23:00:00,1.39,0.0,0.0,1.39,0.0,2.1818360000000023,0.0,1.39,0.0,0.0
2025-02-12 00:00:00,1.28,0.0,0.0,1.28,0.0,0.9018360000000023,0.0,1.28,0.0,0.0
2025-02-12 01:00:00,1.51,0.0,0.0,1.51,0.0,0.0,0.0,0.9018360000000023,0.6081639999999977,0.0
2025-02-12 02:00:00,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0
2025-02-12 03:00:00,1.27,0.0,0.0,1.27,0.0,0.0,0.0,0.0,1.27,0.0
2025-02-12 04:00:00,1.46,0.0,0.0,1.46,0.0,0.0,0.0,0.0,1.46,0.0
2025-02-12 05:00:00,1.39,0.0,0.0,1.39,0.0,0.0,0.0,0.0,1.39,0.0
2025-02-12 06:00:00,1.86,0.0,0.0,1.86,0.0,0.0,0.0,0.0,1.86,0.0
